Торага Нурланбек Шакиев принял участие в церемонии официального открытия летнего туристического сезона 2023 года,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84353_news_cover_photo_slider.jpg,13-05-2023 12:48
Торага Нурланбек Шакиев ознакомился с состоянием очистных сооружений в Чолпон-Ате,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84330_news_cover_photo_slider.jpg,13-05-2023 09:38
Члены фракции «Ишеним» обсудили проблемы с жителями Тонского района,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84266_news_cover_photo_slider.jpg,12-05-2023 17:24
Председатель профильного комитета Мурадил Сыдыков встретился с руководителями 4 компаний из  КНР,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84249_news_cover_photo_slider.jpg,12-05-2023 17:08
Торага Нурланбек Шакиев ознакомился с деятельностью предприятия по производству молочной продукции в городе Каракол,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84315_news_cover_photo_slider.jpg,12-05-2023 17:07
Торага Жогорку Кенеша Нурланбек Шакиев находится с рабочим визитом в Иссык-Кульской области,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84214_news_cover_photo_slider.jpg,12-05-2023 14:59
Парламентская фракция «Ишеним» проводит выездное заседание в Иссык-Кульской области,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84209_news_cover_photo_slider.jpg,12-05-2023 12:54
Депутаты фракции «Ата-Журт Кыргызстан» обсудили вопросы кадровой политики и сокращения безработицы,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84210_news_cover_photo_slider.jpg,12-05-2023 12:49
Жайыл Русланов назначен на должность заведующего Отделом по работе с общественностью и СМИ Аппарата Жогорку Кенеша Кыргызской Республики,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84142_news_cover_photo_slider.jpeg,11-05-2023 14:12
Торага Нурланбек Шакиев принял Генерального секретаря Организации тюркских государств Кубанычбека Омуралиева,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84163_news_cover_photo_slider.jpg,11-05-2023 14:05
Руководитель  Аппарата Жогорку Кенеша Шабданбек Алишев встретился с Главой Программного офиса ОБСЕ Алексеем Роговым,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84170_news_cover_photo_slider.jpg,11-05-2023 14:01
Торага Нурланбек Шакиев принял участие в торжественном мероприятии по случаю 30-летия принятия Конституции,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84164_news_cover_photo_slider.jpg,11-05-2023 13:43
"Состоялась встреча подгруппы по правам детей Совета по правам женщин, детей и гендерного равенства при Торага Жогорку Кенеша  с партнерами по развитию",kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84166_news_cover_photo_slider.jpg,11-05-2023 13:21
"В Жогорку Кенеше состоялось торжественное мероприятие, посвященное 30-летию Конституции Кыргызской Республики",kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84123_news_cover_photo_slider.jpg,11-05-2023 12:37
Рассмотрено предложение парламентской фракции «Бутун Кыргызстан»,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84109_news_cover_photo_slider.jpg,10-05-2023 15:57
Рассмотрен проект конституционного Закона «О Народном Курултае» в первом чтении,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84047_news_cover_photo_slider.jpg,10-05-2023 12:16
Принят законопроект «О внесении изменений в Закон Кыргызской Республики «Об электронной торговле» во втором чтении,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84045_news_cover_photo_slider.jpg,10-05-2023 11:15
"Принят проект Закона о списании бюджетных кредитов, выданных субъектам предпринимательства Баткенской области",kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84043_news_cover_photo_slider.jpg,10-05-2023 10:58
Торага Нурланбек Шакиев провел очередное заседание Координационного совета,kenesh/kg/uploads/media/news_cover_photo/0001/85/thumb_84057_news_cover_photo_slider.jpg,10-05-2023 10:32
Депутат Жогорку Кенеша Карим Ханджеза принял участие в праздновании Победы в ВОВ,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83999_news_cover_photo_slider.jpg,09-05-2023 16:40
"Депутаты во главе с Торага Нурланбеком Шакиевым приняли участие в митинге-реквиеме, посвященном 78-й годовщине Победы в Великой Отечественной войне",kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83956_news_cover_photo_slider.jpg,09-05-2023 11:10
Поздравление Торага Жогорку Кенеша Кыргызской Республики Нурланбека Шакиева с 9 мая - Днем Победы,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83954_news_cover_photo_slider.jpg,09-05-2023 10:00
Депутаты Карим Ханджеза и Аманкан Кенжебаев приняли участие в открытии мемориального комплекса в честь героев ВОВ,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83976_news_cover_photo_slider.jpg,09-05-2023 09:13
Торага Нурланбек Шакиев навестил ветерана Великой Отечественной войны Аспека Жумашева,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83919_news_cover_photo_slider.jpg,08-05-2023 12:44
Депутат Жогорку Кенеша Арсланбек Малиев провел турнир по волейболу,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83929_news_cover_photo_slider.jpg,08-05-2023 12:11
"Письмо, якобы написанное от имени Торага Нурланбека Шакиева, является подделкой",kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83916_news_cover_photo_slider.png,06-05-2023 12:37
Поздравление Торага Жогорку Кенеша Кыргызской Республики Нурланбека Шакиева с 5 мая – Днем Конституции!,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83905_news_cover_photo_slider.jpg,05-05-2023 10:03
Состоялся двухдневный семинар по теме «Цифровые навыки и управление цифровой трансформацией»,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83814_news_cover_photo_slider.jpg,04-05-2023 15:19
"Депутаты заслушали информацию таможенной службы об автомобилях, ввозимых  в Кыргызстан, а также о ситуации в Фонде поддержки развития туризма",kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83803_news_cover_photo_slider.png,04-05-2023 14:38
Депутат Максатбек Сарбагышев встретился с председателем Комитета межпарламентского сотрудничества Индонезии Фадли Зоном,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83794_news_cover_photo_slider.jpeg,04-05-2023 13:11
Принят проект закона «О внесении изменений в Закон Кыргызской Республики «О семенах» в первом чтении,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83792_news_cover_photo_slider.jpg,04-05-2023 11:43
Рассмотрен законопроект о внесении изменений в некоторые законодательные акты по вопросам государственного контроля в пунктах пропуска,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83791_news_cover_photo_slider.png,04-05-2023 11:39
Принят проект закона в сфере проведения проверок субъектов предпринимательства,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83786_news_cover_photo_slider.jpg,04-05-2023 10:59
Рассмотрены проекты Законов в сфере добровольной легализации и амнистии активов физических лиц,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83787_news_cover_photo_slider.jpg,04-05-2023 10:53
Принят проект конституционного закона «О Счетной палате Кыргызской Республики» в третьем чтении,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83790_news_cover_photo_slider.jpg,04-05-2023 10:45
Депутаты обратили внимание на ряд вопросов,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83788_news_cover_photo_slider.jpg,04-05-2023 10:42
Руководитель Аппарата Жогорку Кенеша Шабданбек Алишев навестил ветерана  Великой Отечественной войны Асека Урмамбетова,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83779_news_cover_photo_slider.jpg,03-05-2023 17:47
Рассмотрен законопроект о ратификации Кредитного соглашения по проекту «Реконструкция Лебединовской ГЭС»,kenesh/kg/uploads/media/news_cover_photo/0001/84/thumb_83768_news_cover_photo_slider.jpg,03-05-2023 16:47
